Time,DI1,DI2,DI3,DI4,DI5,DI6,I1L_valid,V1 [10nV],I1L [10pA],I1H [nA],V1,I1L,I1H
,1,0,1,1,1,0,1,133514,-90984,-496896,0.00133514,-9.0984E-07,-0.000496896
,1,0,1,1,1,0,1,133147,-94683,-498231,0.00133147,-9.4683E-07,-0.000498231
,1,0,1,1,1,0,1,132903,-94368,-499248,0.00132903,-9.4368E-07,-0.000499248
,1,0,1,1,1,0,1,132414,-89003,-499725,0.00132414,-8.9003E-07,-0.000499725
,1,0,1,1,1,0,1,133025,-100205,-497976,0.00133025,-1.00205E-06,-0.000497976
,1,0,1,1,1,0,1,132780,-100363,-499725,0.0013278,-1.00363E-06,-0.000499725
,1,0,1,1,1,0,1,132780,-96734,-500806,0.0013278,-9.6734E-07,-0.000500806
,1,0,1,1,1,0,1,133392,-98575,-499407,0.00133392,-9.8575E-07,-0.000499407
,1,0,1,1,1,0,1,133636,-94035,-498994,0.00133636,-9.4035E-07,-0.000498994
,1,0,1,1,1,0,1,132780,-92246,-498485,0.0013278,-9.2246E-07,-0.000498485
,1,0,1,1,1,0,1,133147,-93982,-498485,0.00133147,-9.3982E-07,-0.000498485
,1,0,1,1,1,0,1,133758,-96051,-502332,0.00133758,-9.6051E-07,-0.000502332
,1,0,1,1,1,0,1,133758,-95472,-499534,0.00133758,-9.5472E-07,-0.000499534
,1,0,1,1,1,0,1,132658,-92282,-497881,0.00132658,-9.2282E-07,-0.000497881
,1,0,1,1,1,0,1,132780,-91773,-498231,0.0013278,-9.1773E-07,-0.000498231
,1,0,1,1,1,0,1,132903,-92737,-500774,0.00132903,-9.2737E-07,-0.000500774
,1,0,1,1,1,0,1,133758,-94981,-499057,0.00133758,-9.4981E-07,-0.000499057
,1,0,1,1,1,0,1,132903,-100784,-499248,0.00132903,-1.00784E-06,-0.000499248
,1,0,1,1,1,0,1,132291,-105640,-497086,0.00132291,-1.0564E-06,-0.000497086
,1,0,1,1,1,0,1,132536,-105132,-498676,0.00132536,-1.05132E-06,-0.000498676
,1,0,1,1,1,0,1,133147,-109006,-497341,0.00133147,-1.09006E-06,-0.000497341
,1,0,1,1,1,0,1,132536,-102940,-498072,0.00132536,-1.0294E-06,-0.000498072
,1,0,1,1,1,0,1,134125,-94035,-498008,0.00134125,-9.4035E-07,-0.000498008
,1,0,1,1,1,0,1,134003,-91791,-498072,0.00134003,-9.1791E-07,-0.000498072
,1,0,1,1,1,0,1,132903,-89459,-498867,0.00132903,-8.9459E-07,-0.000498867
,1,0,1,1,1,0,1,132903,-98260,-497754,0.00132903,-9.826E-07,-0.000497754
,1,0,1,1,1,0,1,132047,-100153,-496323,0.00132047,-1.00153E-06,-0.000496323
,1,0,1,1,1,0,1,132291,-97699,-497595,0.00132291,-9.7699E-07,-0.000497595
,1,0,1,1,1,0,1,133147,-87390,-499820,0.00133147,-8.739E-07,-0.00049982
1550139523,1,0,1,1,1,0,1,134003,-84287,-499312,0.00134003,-8.4287E-07,-0.000499312
,1,0,1,1,1,0,1,132536,-89792,-499757,0.00132536,-8.9792E-07,-0.000499757
,1,0,1,1,1,0,1,132291,-101503,-498040,0.00132291,-1.01503E-06,-0.00049804
,1,0,1,1,1,0,1,132291,-98715,-498867,0.00132291,-9.8715E-07,-0.000498867
,1,0,1,1,1,0,1,132291,-100854,-501918,0.00132291,-1.00854E-06,-0.000501918
,1,0,1,1,1,0,1,133147,-108480,-500965,0.00133147,-1.0848E-06,-0.000500965
,1,0,1,1,1,0,1,133147,-111986,-498739,0.00133147,-1.11986E-06,-0.000498739
,1,0,1,1,1,0,1,132536,-105324,-497245,0.00132536,-1.05324E-06,-0.000497245
,1,0,1,1,1,0,1,131924,-86672,-500615,0.00131924,-8.6672E-07,-0.000500615
,1,0,1,1,1,0,1,132291,-84042,-499598,0.00132291,-8.4042E-07,-0.000499598
,1,0,1,1,1,0,1,132291,-94227,-499025,0.00132291,-9.4227E-07,-0.000499025
,1,0,1,1,1,0,1,133758,-95823,-498708,0.00133758,-9.5823E-07,-0.000498708
,1,0,1,1,1,0,1,133514,-89547,-499343,0.00133514,-8.9547E-07,-0.000499343
,1,0,1,1,1,0,1,133025,-94333,-501155,0.00133025,-9.4333E-07,-0.000501155
,1,0,1,1,1,0,1,133758,-110443,-499979,0.00133758,-1.10443E-06,-0.000499979
,1,0,1,1,1,0,1,133147,-108270,-498644,0.00133147,-1.0827E-06,-0.000498644
,1,0,1,1,1,0,1,132169,-98277,-498231,0.00132169,-9.8277E-07,-0.000498231
,1,0,1,1,1,0,1,132414,-92141,-498835,0.00132414,-9.2141E-07,-0.000498835
,1,0,1,1,1,0,1,132658,-89389,-502173,0.00132658,-8.9389E-07,-0.000502173
,1,0,1,1,1,0,1,133025,-86233,-499947,0.00133025,-8.6233E-07,-0.000499947
,1,0,1,1,1,0,1,133147,-93368,-498421,0.00133147,-9.3368E-07,-0.000498421
,1,0,1,1,1,0,1,133758,-100135,-497976,0.00133758,-1.00135E-06,-0.000497976
,1,0,1,1,1,0,1,134003,-110829,-500583,0.00134003,-1.10829E-06,-0.000500583
,1,0,1,1,1,0,1,132780,-120489,-500265,0.0013278,-1.20489E-06,-0.000500265
,1,0,1,1,1,0,1,132047,-111267,-501982,0.00132047,-1.11267E-06,-0.000501982
,1,0,1,1,1,0,1,132536,-94613,-501092,0.00132536,-9.4613E-07,-0.000501092
,1,0,1,1,1,0,1,132903,-81220,-499757,0.00132903,-8.122E-07,-0.000499757
,1,0,1,1,1,0,1,132903,-71227,-499312,0.00132903,-7.1227E-07,-0.000499312
,1,0,1,1,1,0,1,132780,-59867,-500488,0.0013278,-5.9867E-07,-0.000500488
,1,0,1,1,1,0,1,132658,-53503,-498135,0.00132658,-5.3503E-07,-0.000498135
,1,0,1,1,1,0,1,132780,-46737,-497881,0.0013278,-4.6737E-07,-0.000497881
,1,0,1,1,1,0,1,133514,-50436,-497595,0.00133514,-5.0436E-07,-0.000497595
,1,0,1,1,1,0,1,132903,-69299,-498485,0.00132903,-6.9299E-07,-0.000498485
,1,0,1,1,1,0,1,132414,-91282,-500392,0.00132414,-9.1282E-07,-0.000500392
,1,0,1,1,1,0,1,132291,-109584,-500170,0.00132291,-1.09584E-06,-0.00050017
,1,0,1,1,1,0,1,132291,-129359,-498008,0.00132291,-1.29359E-06,-0.000498008
,1,0,1,1,1,0,1,132903,-134005,-498612,0.00132903,-1.34005E-06,-0.000498612
,1,0,1,1,1,0,1,132903,-118823,-501569,0.00132903,-1.18823E-06,-0.000501569
,1,0,1,1,1,0,1,133758,-104746,-500488,0.00133758,-1.04746E-06,-0.000500488
,1,0,1,1,1,0,1,133269,-74961,-499248,0.00133269,-7.4961E-07,-0.000499248
,1,0,1,1,1,0,1,132780,-52294,-499025,0.0013278,-5.2294E-07,-0.000499025
,1,0,1,1,1,0,1,133636,-54871,-497213,0.00133636,-5.4871E-07,-0.000497213
,1,0,1,1,1,0,1,132780,-73576,-498231,0.0013278,-7.3576E-07,-0.000498231
,1,0,1,1,1,0,1,132903,-113950,-497595,0.00132903,-1.1395E-06,-0.000497595
,1,0,1,1,1,0,1,132903,-161563,-499566,0.00132903,-1.61563E-06,-0.000499566
,1,0,1,1,1,0,1,133269,-166945,-500106,0.00133269,-1.66945E-06,-0.000500106
,1,0,1,1,1,0,1,132780,-143191,-499661,0.0013278,-1.43191E-06,-0.000499661
,1,0,1,1,1,0,1,133392,-113108,-499979,0.00133392,-1.13108E-06,-0.000499979
,1,0,1,1,1,0,1,132780,-76381,-500297,0.0013278,-7.6381E-07,-0.000500297
,1,0,1,1,1,0,1,132780,-44195,-500392,0.0013278,-4.4195E-07,-0.000500392
,1,0,1,1,1,0,1,133269,-30047,-499471,0.00133269,-3.0047E-07,-0.000499471
,1,0,1,1,1,0,1,132169,-54748,-499820,0.00132169,-5.4748E-07,-0.00049982
,1,0,1,1,1,0,1,131924,-103151,-498390,0.00131924,-1.03151E-06,-0.00049839
,1,0,1,1,1,0,1,132780,-145347,-497913,0.0013278,-1.45347E-06,-0.000497913
,1,0,1,1,1,0,1,133025,-181706,-500488,0.00133025,-1.81706E-06,-0.000500488
,1,0,1,1,1,0,1,133147,-219274,-502332,0.00133147,-2.19274E-06,-0.000502332
,1,0,1,1,1,0,1,132780,-241977,-502618,0.0013278,-2.41977E-06,-0.000502618
,1,0,1,1,1,0,1,133392,-198325,-500329,0.00133392,-1.98325E-06,-0.000500329
,1,0,1,1,1,0,1,132169,-107954,-498580,0.00132169,-1.07954E-06,-0.00049858
,1,0,1,1,1,0,1,132536,-31222,-497468,0.00132536,-3.1222E-07,-0.000497468
,1,0,1,1,1,0,1,132291,8800,-497372,0.00132291,0.000000088,-0.000497372
,1,0,1,1,1,0,1,132169,19476,-498008,0.00132169,1.9476E-07,-0.000498008
,1,0,1,1,1,0,1,132536,-3944,-498930,0.00132536,-3.944E-08,-0.00049893
,1,0,1,1,1,0,1,132536,-80361,-498167,0.00132536,-8.0361E-07,-0.000498167
,1,0,1,1,1,0,1,132658,-166226,-501092,0.00132658,-1.66226E-06,-0.000501092
,1,0,1,1,1,0,1,132291,-234228,-501696,0.00132291,-2.34228E-06,-0.000501696
,1,0,1,1,1,0,1,131924,-263855,-498263,0.00131924,-2.63855E-06,-0.000498263
,1,0,1,1,1,0,1,132414,-230144,-499343,0.00132414,-2.30144E-06,-0.000499343
,1,0,1,1,1,0,1,132169,-163702,-501441,0.00132169,-1.63702E-06,-0.000501441
,1,0,1,1,1,0,1,132780,-80448,-499788,0.0013278,-8.0448E-07,-0.000499788
,1,0,1,1,1,0,1,133269,-18424,-498390,0.00133269,-1.8424E-07,-0.00049839
,1,0,1,1,1,0,1,133147,30065,-499025,0.00133147,3.0065E-07,-0.000499025
,1,0,1,1,1,0,1,132903,54099,-496069,0.00132903,5.4099E-07,-0.000496069
,1,0,1,1,1,0,1,133147,8064,-496832,0.00133147,8.064E-08,-0.000496832
,1,0,1,1,1,0,1,134370,-76451,-497913,0.0013437,-7.6451E-07,-0.000497913
,1,0,1,1,1,0,1,133514,-153499,-499375,0.00133514,-1.53499E-06,-0.000499375
,1,0,1,1,1,0,1,132658,-200446,-501632,0.00132658,-2.00446E-06,-0.000501632
,1,0,1,1,1,0,1,132658,-199850,-499947,0.00132658,-1.9985E-06,-0.000499947
,1,0,1,1,1,0,1,132780,-165998,-499121,0.0013278,-1.65998E-06,-0.000499121
,1,0,1,1,1,0,1,132780,-116439,-499916,0.0013278,-1.16439E-06,-0.000499916
,1,0,1,1,1,0,1,133392,-41828,-497150,0.00133392,-4.1828E-07,-0.00049715
,1,0,1,1,1,0,1,133758,7555,-497309,0.00133758,7.555E-08,-0.000497309
,1,0,1,1,1,0,1,133392,7923,-497055,0.00133392,7.923E-08,-0.000497055
,1,0,1,1,1,0,1,133147,-34728,-497277,0.00133147,-3.4728E-07,-0.000497277
,1,0,1,1,1,0,1,133758,-72717,-498358,0.00133758,-7.2717E-07,-0.000498358
,1,0,1,1,1,0,1,133636,-108427,-499788,0.00133636,-1.08427E-06,-0.000499788
,1,0,1,1,1,0,1,132903,-135039,-498676,0.00132903,-1.35039E-06,-0.000498676
,1,0,1,1,1,0,1,132903,-134706,-499216,0.00132903,-1.34706E-06,-0.000499216
,1,0,1,1,1,0,1,133392,-115177,-499057,0.00133392,-1.15177E-06,-0.000499057
,1,0,1,1,1,0,1,132903,-73190,-499820,0.00132903,-7.319E-07,-0.00049982
,1,0,1,1,1,0,1,133881,-31976,-500774,0.00133881,-3.1976E-07,-0.000500774
,1,0,1,1,1,0,1,133758,-18705,-500806,0.00133758,-1.8705E-07,-0.000500806
,1,0,1,1,1,0,1,133636,-27312,-499788,0.00133636,-2.7312E-07,-0.000499788
,1,0,1,1,1,0,1,134003,-46018,-499757,0.00134003,-4.6018E-07,-0.000499757
,1,0,1,1,1,0,1,133392,-62988,-498104,0.00133392,-6.2988E-07,-0.000498104
,1,0,1,1,1,0,1,132780,-80080,-499439,0.0013278,-8.008E-07,-0.000499439
,1,0,1,1,1,0,1,132903,-92807,-499121,0.00132903,-9.2807E-07,-0.000499121
,1,0,1,1,1,0,1,132536,-96787,-500075,0.00132536,-9.6787E-07,-0.000500075
,1,0,1,1,1,0,1,131680,-98522,-500965,0.0013168,-9.8522E-07,-0.000500965
,1,0,1,1,1,0,1,132414,-96541,-500774,0.00132414,-9.6541E-07,-0.000500774
1550139523,1,0,1,1,1,0,1,132414,-86794,-499566,0.00132414,-8.6794E-07,-0.000499566
,1,0,1,1,1,0,1,132658,-80133,-500679,0.00132658,-8.0133E-07,-0.000500679
,1,0,1,1,1,0,1,133269,-80290,-502808,0.00133269,-8.029E-07,-0.000502808
,1,0,1,1,1,0,1,132536,-74821,-501441,0.00132536,-7.4821E-07,-0.000501441
,1,0,1,1,1,0,1,134125,-84463,-499788,0.00134125,-8.4463E-07,-0.000499788
,1,0,1,1,1,0,1,133758,-103361,-498294,0.00133758,-1.03361E-06,-0.000498294
,1,0,1,1,1,0,1,133514,-107042,-499343,0.00133514,-1.07042E-06,-0.000499343
,1,0,1,1,1,0,1,132780,-97734,-499566,0.0013278,-9.7734E-07,-0.000499566
,1,0,1,1,1,0,1,132291,-92176,-498008,0.00132291,-9.2176E-07,-0.000498008
,1,0,1,1,1,0,1,132780,-93351,-499248,0.0013278,-9.3351E-07,-0.000499248
,1,0,1,1,1,0,1,132536,-95069,-497404,0.00132536,-9.5069E-07,-0.000497404
,1,0,1,1,1,0,1,132903,-85199,-497531,0.00132903,-8.5199E-07,-0.000497531
,1,0,1,1,1,0,1,133147,-78730,-498199,0.00133147,-7.873E-07,-0.000498199
,1,0,1,1,1,0,1,132536,-76995,-498072,0.00132536,-7.6995E-07,-0.000498072
,1,0,1,1,1,0,1,132658,-77731,-497118,0.00132658,-7.7731E-07,-0.000497118
,1,0,1,1,1,0,1,132658,-81272,-498580,0.00132658,-8.1272E-07,-0.00049858
,1,0,1,1,1,0,1,133147,-89599,-499693,0.00133147,-8.9599E-07,-0.000499693
,1,0,1,1,1,0,1,133392,-95297,-499629,0.00133392,-9.5297E-07,-0.000499629
,1,0,1,1,1,0,1,132414,-97436,-499979,0.00132414,-9.7436E-07,-0.000499979
,1,0,1,1,1,0,1,132047,-100258,-499788,0.00132047,-1.00258E-06,-0.000499788
,1,0,1,1,1,0,1,132414,-108112,-499184,0.00132414,-1.08112E-06,-0.000499184
,1,0,1,1,1,0,1,132658,-113266,-499184,0.00132658,-1.13266E-06,-0.000499184
,1,0,1,1,1,0,1,133758,-107376,-497563,0.00133758,-1.07376E-06,-0.000497563
,1,0,1,1,1,0,1,133392,-91668,-498517,0.00133392,-9.1668E-07,-0.000498517
,1,0,1,1,1,0,1,132414,-82622,-499629,0.00132414,-8.2622E-07,-0.000499629
,1,0,1,1,1,0,1,132903,-78608,-496927,0.00132903,-7.8608E-07,-0.000496927
,1,0,1,1,1,0,1,131924,-73751,-498167,0.00131924,-7.3751E-07,-0.000498167
,1,0,1,1,1,0,1,133147,-69860,-497881,0.00133147,-6.986E-07,-0.000497881
,1,0,1,1,1,0,1,133269,-83183,-499884,0.00133269,-8.3183E-07,-0.000499884
,1,0,1,1,1,0,1,132903,-106639,-498358,0.00132903,-1.06639E-06,-0.000498358
,1,0,1,1,1,0,1,133392,-124258,-498898,0.00133392,-1.24258E-06,-0.000498898
,1,0,1,1,1,0,1,133392,-139772,-498771,0.00133392,-1.39772E-06,-0.000498771
,1,0,1,1,1,0,1,132780,-147784,-497118,0.0013278,-1.47784E-06,-0.000497118
,1,0,1,1,1,0,1,132291,-135688,-497976,0.00132291,-1.35688E-06,-0.000497976
,1,0,1,1,1,0,1,133025,-121909,-497786,0.00133025,-1.21909E-06,-0.000497786
,1,0,1,1,1,0,1,132780,-109882,-497277,0.0013278,-1.09882E-06,-0.000497277
,1,0,1,1,1,0,1,133147,-108410,-498072,0.00133147,-1.0841E-06,-0.000498072
,1,0,1,1,1,0,1,133514,-104045,-500170,0.00133514,-1.04045E-06,-0.00050017
,1,0,1,1,1,0,1,132780,-103256,-498803,0.0013278,-1.03256E-06,-0.000498803
,1,0,1,1,1,0,1,133269,-101485,-498135,0.00133269,-1.01485E-06,-0.000498135
,1,0,1,1,1,0,1,133881,-105307,-497468,0.00133881,-1.05307E-06,-0.000497468
,1,0,1,1,1,0,1,133392,-116790,-498167,0.00133392,-1.1679E-06,-0.000498167
,1,0,1,1,1,0,1,132903,-122715,-498962,0.00132903,-1.22715E-06,-0.000498962
,1,0,1,1,1,0,1,131924,-113318,-499566,0.00131924,-1.13318E-06,-0.000499566
,1,0,1,1,1,0,1,132169,-101994,-499693,0.00132169,-1.01994E-06,-0.000499693
,1,0,1,1,1,0,1,132536,-99066,-498358,0.00132536,-9.9066E-07,-0.000498358
,1,0,1,1,1,0,1,133514,-93929,-498358,0.00133514,-9.3929E-07,-0.000498358
,1,0,1,1,1,0,1,134003,-84691,-498962,0.00134003,-8.4691E-07,-0.000498962
,1,0,1,1,1,0,1,134125,-87864,-499343,0.00134125,-8.7864E-07,-0.000499343
,1,0,1,1,1,0,1,133147,-92054,-499089,0.00133147,-9.2054E-07,-0.000499089
,1,0,1,1,1,0,1,133147,-96559,-499534,0.00133147,-9.6559E-07,-0.000499534
,1,0,1,1,1,0,1,132047,-103396,-500869,0.00132047,-1.03396E-06,-0.000500869
,1,0,1,1,1,0,1,131680,-106183,-501314,0.0013168,-1.06183E-06,-0.000501314
,1,0,1,1,1,0,1,132780,-102905,-498867,0.0013278,-1.02905E-06,-0.000498867
,1,0,1,1,1,0,1,133147,-100468,-497627,0.00133147,-1.00468E-06,-0.000497627
,1,0,1,1,1,0,1,133758,-89652,-497722,0.00133758,-8.9652E-07,-0.000497722
,1,0,1,1,1,0,1,132903,-78555,-496419,0.00132903,-7.8555E-07,-0.000496419
,1,0,1,1,1,0,1,132291,-73296,-495433,0.00132291,-7.3296E-07,-0.000495433
,1,0,1,1,1,0,1,132780,-80290,-496991,0.0013278,-8.029E-07,-0.000496991
,1,0,1,1,1,0,1,132903,-94666,-497341,0.00132903,-9.4666E-07,-0.000497341
,1,0,1,1,1,0,1,132169,-108638,-499312,0.00132169,-1.08638E-06,-0.000499312
,1,0,1,1,1,0,1,132658,-121558,-499884,0.00132658,-1.21558E-06,-0.000499884
,1,0,1,1,1,0,1,133514,-143787,-502077,0.00133514,-1.43787E-06,-0.000502077
,1,0,1,1,1,0,1,133269,-147731,-501187,0.00133269,-1.47731E-06,-0.000501187
,1,0,1,1,1,0,1,133147,-144734,-501823,0.00133147,-1.44734E-06,-0.000501823
,1,0,1,1,1,0,1,133881,-132217,-499852,0.00133881,-1.32217E-06,-0.000499852
,1,0,1,1,1,0,1,132903,-113196,-496864,0.00132903,-1.13196E-06,-0.000496864
,1,0,1,1,1,0,1,131924,-100135,-497436,0.00131924,-1.00135E-06,-0.000497436
,1,0,1,1,1,0,1,131924,-95490,-498008,0.00131924,-9.549E-07,-0.000498008
,1,0,1,1,1,0,1,132047,-94578,-500202,0.00132047,-9.4578E-07,-0.000500202
,1,0,1,1,1,0,1,133269,-95612,-499693,0.00133269,-9.5612E-07,-0.000499693
,1,0,1,1,1,0,1,133025,-99557,-496514,0.00133025,-9.9557E-07,-0.000496514
,1,0,1,1,1,0,1,132780,-105395,-496228,0.0013278,-1.05395E-06,-0.000496228
,1,0,1,1,1,0,1,132658,-113038,-495529,0.00132658,-1.13038E-06,-0.000495529
,1,0,1,1,1,0,1,132780,-108392,-496578,0.0013278,-1.08392E-06,-0.000496578
,1,0,1,1,1,0,1,133269,-101257,-497500,0.00133269,-1.01257E-06,-0.0004975
,1,0,1,1,1,0,1,133758,-90476,-497531,0.00133758,-9.0476E-07,-0.000497531
,1,0,1,1,1,0,1,133392,-74383,-499280,0.00133392,-7.4383E-07,-0.00049928
,1,0,1,1,1,0,1,133025,-59481,-499121,0.00133025,-5.9481E-07,-0.000499121
,1,0,1,1,1,0,1,133392,-45772,-498167,0.00133392,-4.5772E-07,-0.000498167
,1,0,1,1,1,0,1,133636,-45685,-497945,0.00133636,-4.5685E-07,-0.000497945
,1,0,1,1,1,0,1,133514,-54362,-497722,0.00133514,-5.4362E-07,-0.000497722
,1,0,1,1,1,0,1,133758,-67598,-498803,0.00133758,-6.7598E-07,-0.000498803
,1,0,1,1,1,0,1,132780,-79011,-498835,0.0013278,-7.9011E-07,-0.000498835
,1,0,1,1,1,0,1,132536,-93789,-500138,0.00132536,-9.3789E-07,-0.000500138
,1,0,1,1,1,0,1,133147,-107358,-499947,0.00133147,-1.07358E-06,-0.000499947
,1,0,1,1,1,0,1,132780,-107463,-498040,0.0013278,-1.07463E-06,-0.00049804
,1,0,1,1,1,0,1,132903,-106639,-497690,0.00132903,-1.06639E-06,-0.00049769
,1,0,1,1,1,0,1,133147,-105184,-498485,0.00133147,-1.05184E-06,-0.000498485
,1,0,1,1,1,0,1,132903,-91826,-497468,0.00132903,-9.1826E-07,-0.000497468
,1,0,1,1,1,0,1,132780,-82973,-496514,0.0013278,-8.2973E-07,-0.000496514
,1,0,1,1,1,0,1,132536,-76925,-494702,0.00132536,-7.6925E-07,-0.000494702
,1,0,1,1,1,0,1,132658,-81272,-496673,0.00132658,-8.1272E-07,-0.000496673
,1,0,1,1,1,0,1,132291,-96243,-498135,0.00132291,-9.6243E-07,-0.000498135
,1,0,1,1,1,0,1,133269,-110040,-498358,0.00133269,-1.1004E-06,-0.000498358
,1,0,1,1,1,0,1,133392,-118472,-499947,0.00133392,-1.18472E-06,-0.000499947
,1,0,1,1,1,0,1,132291,-122399,-499057,0.00132291,-1.22399E-06,-0.000499057
,1,0,1,1,1,0,1,132291,-123942,-500011,0.00132291,-1.23942E-06,-0.000500011
,1,0,1,1,1,0,1,133147,-117228,-499629,0.00133147,-1.17228E-06,-0.000499629
,1,0,1,1,1,0,1,133147,-103343,-500806,0.00133147,-1.03343E-06,-0.000500806
1550139523,1,0,1,1,1,0,1,132414,-86286,-500710,0.00132414,-8.6286E-07,-0.00050071
,1,0,1,1,1,0,1,132169,-80255,-498453,0.00132169,-8.0255E-07,-0.000498453
,1,0,1,1,1,0,1,132780,-77363,-499375,0.0013278,-7.7363E-07,-0.000499375
,1,0,1,1,1,0,1,133147,-76819,-499598,0.00133147,-7.6819E-07,-0.000499598
,1,0,1,1,1,0,1,133269,-80851,-498930,0.00133269,-8.0851E-07,-0.00049893
,1,0,1,1,1,0,1,132780,-78888,-497849,0.0013278,-7.8888E-07,-0.000497849
,1,0,1,1,1,0,1,132658,-85059,-499979,0.00132658,-8.5059E-07,-0.000499979
,1,0,1,1,1,0,1,132169,-89389,-500774,0.00132169,-8.9389E-07,-0.000500774
,1,0,1,1,1,0,1,133147,-92737,-499534,0.00133147,-9.2737E-07,-0.000499534
,1,0,1,1,1,0,1,133392,-84060,-499693,0.00133392,-8.406E-07,-0.000499693
,1,0,1,1,1,0,1,133269,-78029,-498771,0.00133269,-7.8029E-07,-0.000498771
,1,0,1,1,1,0,1,132536,-71420,-498294,0.00132536,-7.142E-07,-0.000498294
,1,0,1,1,1,0,1,132780,-70052,-498485,0.0013278,-7.0052E-07,-0.000498485
,1,0,1,1,1,0,1,133758,-68843,-499343,0.00133758,-6.8843E-07,-0.000499343
,1,0,1,1,1,0,1,133514,-69965,-501696,0.00133514,-6.9965E-07,-0.000501696
,1,0,1,1,1,0,1,132658,-76136,-500901,0.00132658,-7.6136E-07,-0.000500901
,1,0,1,1,1,0,1,132291,-81921,-500583,0.00132291,-8.1921E-07,-0.000500583
,1,0,1,1,1,0,1,133025,-91983,-500679,0.00133025,-9.1983E-07,-0.000500679
,1,0,1,1,1,0,1,133514,-105412,-499598,0.00133514,-1.05412E-06,-0.000499598
,1,0,1,1,1,0,1,133758,-108796,-500456,0.00133758,-1.08796E-06,-0.000500456
,1,0,1,1,1,0,1,133636,-111793,-499439,0.00133636,-1.11793E-06,-0.000499439
,1,0,1,1,1,0,1,132780,-112459,-499025,0.0013278,-1.12459E-06,-0.000499025
,1,0,1,1,1,0,1,134247,-110899,-497436,0.00134247,-1.10899E-06,-0.000497436
,1,0,1,1,1,0,1,133514,-101485,-498835,0.00133514,-1.01485E-06,-0.000498835
,1,0,1,1,1,0,1,132903,-99487,-499375,0.00132903,-9.9487E-07,-0.000499375
,1,0,1,1,1,0,1,133147,-95209,-499566,0.00133147,-9.5209E-07,-0.000499566
,1,0,1,1,1,0,1,133392,-91230,-500329,0.00133392,-9.123E-07,-0.000500329
,1,0,1,1,1,0,1,132536,-87303,-499502,0.00132536,-8.7303E-07,-0.000499502
,1,0,1,1,1,0,1,133269,-83989,-500329,0.00133269,-8.3989E-07,-0.000500329
,1,0,1,1,1,0,1,132780,-83008,-499343,0.0013278,-8.3008E-07,-0.000499343
,1,0,1,1,1,0,1,133147,-88127,-499502,0.00133147,-8.8127E-07,-0.000499502
,1,0,1,1,1,0,1,133636,-94403,-498453,0.00133636,-9.4403E-07,-0.000498453
,1,0,1,1,1,0,1,133269,-97961,-499502,0.00133269,-9.7961E-07,-0.000499502
,1,0,1,1,1,0,1,134003,-101888,-500488,0.00134003,-1.01888E-06,-0.000500488
,1,0,1,1,1,0,1,134003,-102607,-499566,0.00134003,-1.02607E-06,-0.000499566
,1,0,1,1,1,0,1,133514,-98330,-497595,0.00133514,-9.833E-07,-0.000497595
,1,0,1,1,1,0,1,133269,-92948,-499788,0.00133269,-9.2948E-07,-0.000499788
,1,0,1,1,1,0,1,133514,-90458,-498676,0.00133514,-9.0458E-07,-0.000498676
,1,0,1,1,1,0,1,133025,-87425,-497086,0.00133025,-8.7425E-07,-0.000497086
,1,0,1,1,1,0,1,133147,-78783,-497976,0.00133147,-7.8783E-07,-0.000497976
,1,0,1,1,1,0,1,132658,-78152,-499598,0.00132658,-7.8152E-07,-0.000499598
,1,0,1,1,1,0,1,132903,-81605,-501505,0.00132903,-8.1605E-07,-0.000501505
,1,0,1,1,1,0,1,133758,-85848,-499184,0.00133758,-8.5848E-07,-0.000499184
,1,0,1,1,1,0,1,133392,-93439,-499534,0.00133392,-9.3439E-07,-0.000499534
,1,0,1,1,1,0,1,134003,-101748,-499534,0.00134003,-1.01748E-06,-0.000499534
,1,0,1,1,1,0,1,134125,-107340,-500647,0.00134125,-1.0734E-06,-0.000500647
,1,0,1,1,1,0,1,134614,-109164,-500551,0.00134614,-1.09164E-06,-0.000500551
,1,0,1,1,1,0,1,134003,-112459,-500075,0.00134003,-1.12459E-06,-0.000500075
,1,0,1,1,1,0,1,133269,-114774,-500551,0.00133269,-1.14774E-06,-0.000500551
,1,0,1,1,1,0,1,133514,-119349,-498135,0.00133514,-1.19349E-06,-0.000498135
,1,0,1,1,1,0,1,133392,-118350,-497881,0.00133392,-1.1835E-06,-0.000497881
,1,0,1,1,1,0,1,132291,-111653,-500615,0.00132291,-1.11653E-06,-0.000500615
,1,0,1,1,1,0,1,133392,-106709,-500520,0.00133392,-1.06709E-06,-0.00050052
,1,0,1,1,1,0,1,133269,-95647,-497913,0.00133269,-9.5647E-07,-0.000497913
,1,0,1,1,1,0,1,132903,-95753,-497976,0.00132903,-9.5753E-07,-0.000497976
,1,0,1,1,1,0,1,133636,-101818,-498008,0.00133636,-1.01818E-06,-0.000498008
,1,0,1,1,1,0,1,133758,-99539,-497372,0.00133758,-9.9539E-07,-0.000497372
,1,0,1,1,1,0,1,134370,-96279,-499852,0.0013437,-9.6279E-07,-0.000499852
,1,0,1,1,1,0,1,134125,-101836,-500392,0.00134125,-1.01836E-06,-0.000500392
,1,0,1,1,1,0,1,133392,-109444,-498867,0.00133392,-1.09444E-06,-0.000498867
,1,0,1,1,1,0,1,132780,-110934,-498453,0.0013278,-1.10934E-06,-0.000498453
